backend,variant,bytes,iterations,key,calls_mean,seconds_mean,pct_time_mean,calls_per_iter,usec_per_iter,usec_per_call,calls_per_byte,usec_per_byte
tb_cpu,baseline,10000000,100000,sync,1.0,4e-06,0.99,1e-05,4e-05,4.0,1e-07,4e-07
tb_cpu,kernels,1000000,100,file_io,25.0,2.4999999999999998e-05,13.67,0.25,0.24999999999999997,0.9999999999999999,2.5e-05,2.4999999999999998e-05
tb_cpu,kernels,1000000,100,memory,30.0,0.000124,67.75,0.3,1.24,4.133333333333334,3e-05,0.000124
tb_cpu,kernels,1000000,100,other,20.0,3.0999999999999995e-05,16.95,0.2,0.30999999999999994,1.5499999999999996,2e-05,3.0999999999999995e-05
tb_cpu,kernels,1000000,100,sync,1.0,3e-06,1.64,0.01,0.03,3.0,1e-06,3e-06
tb_cpu,kernels,1000000,5000,file_io,25.0,9.2e-05,29.02,0.005,0.0184,3.68,2.5e-05,9.2e-05
tb_cpu,kernels,1000000,5000,memory,30.0,0.00019,59.940000000000005,0.006,0.038,6.333333333333333,3e-05,0.00019
tb_cpu,kernels,1000000,5000,other,20.0,3.3e-05,10.41,0.004,0.0066,1.65,2e-05,3.3e-05
tb_cpu,kernels,1000000,5000,sync,1.0,2e-06,0.63,0.0002,0.0004,2.0,1e-06,2e-06
tb_cpu,kernels,1000000,10000,file_io,25.0,0.00015600000000000002,28.68,0.0025,0.015600000000000003,6.240000000000001,2.5e-05,0.00015600000000000002
tb_cpu,kernels,1000000,10000,memory,30.0,0.000235,43.2,0.003,0.0235,7.833333333333333,3e-05,0.000235
tb_cpu,kernels,1000000,10000,other,20.0,0.00014899999999999994,27.409999999999993,0.002,0.014899999999999995,7.4499999999999975,2e-05,0.00014899999999999994
