run_label,run_dir,case,worker_config,policy,delay_us,repeat,long_be_workers,chunked_be_workers,total_be_workers,start_order,stagger_sec,lc_iters,be_iters,chunks,lc_inner,be_inner,n,phase_type,count,mean_ms,p50_ms,p95_ms,p99_ms,max_ms,min_ms,stdev_ms
lc_vs_mixed/mixed4/proper/delay_5000/r1,out_delay_mixed4_fixedpolicy_stretch_delays/lc_vs_mixed/mixed4/proper/delay_5000/r1,lc_vs_mixed,mixed4,proper,5000,1,2,2,4,be_first,0.05,50,80,8,64,512,1048576,LC_DECODE_STEP,50,5.06004488,4.000036,9.00008,9.510084079999999,10.000088,2.000018,2.350965050397117
lc_vs_mixed/mixed4/proper/delay_5000/r1,out_delay_mixed4_fixedpolicy_stretch_delays/lc_vs_mixed/mixed4/proper/delay_5000/r1,lc_vs_mixed,mixed4,proper,5000,1,2,2,4,be_first,0.05,50,80,8,64,512,1048576,LC_PREFILL_SUBMISSION,50,2.90002572,3.000027,3.000027,3.000027,3.000027,2.000018,0.3030483628252476
lc_vs_mixed/mixed4/proper/delay_5000/r1,out_delay_mixed4_fixedpolicy_stretch_delays/lc_vs_mixed/mixed4/proper/delay_5000/r1,lc_vs_mixed,mixed4,proper,5000,1,2,2,4,be_first,0.05,50,80,8,64,512,1048576,LC_PREFILL_SYNC,50,2.8800255,3.000026,4.000035,4.00003551,4.000036,2.000018,0.5206006734961676
lc_vs_mixed/mixed4/proper/delay_5000/r1,out_delay_mixed4_fixedpolicy_stretch_delays/lc_vs_mixed/mixed4/proper/delay_5000/r1,lc_vs_mixed,mixed4,proper,5000,1,2,2,4,be_first,0.05,50,80,8,64,512,1048576,LC_REQUEST,50,22.34019786,22.000195,26.5502354,28.530252769999993,30.000266,19.000168,2.5444041232771646
lc_vs_mixed/mixed4/proper/delay_5000/r2,out_delay_mixed4_fixedpolicy_stretch_delays/lc_vs_mixed/mixed4/proper/delay_5000/r2,lc_vs_mixed,mixed4,proper,5000,2,2,2,4,be_first,0.05,50,80,8,64,512,1048576,LC_DECODE_STEP,50,5.72005076,6.000053,9.00008,9.00008,9.00008,2.000017,2.3127184432988277
lc_vs_mixed/mixed4/proper/delay_5000/r2,out_delay_mixed4_fixedpolicy_stretch_delays/lc_vs_mixed/mixed4/proper/delay_5000/r2,lc_vs_mixed,mixed4,proper,5000,2,2,2,4,be_first,0.05,50,80,8,64,512,1048576,LC_PREFILL_SUBMISSION,50,2.80002482,3.000027,3.000027,3.000027,3.000027,2.000017,0.40406476548710685
lc_vs_mixed/mixed4/proper/delay_5000/r2,out_delay_mixed4_fixedpolicy_stretch_delays/lc_vs_mixed/mixed4/proper/delay_5000/r2,lc_vs_mixed,mixed4,proper,5000,2,2,2,4,be_first,0.05,50,80,8,64,512,1048576,LC_PREFILL_SYNC,50,3.08002732,3.000027,5.000044,5.510049079999998,6.000053,2.000017,0.876922627576208
lc_vs_mixed/mixed4/proper/delay_5000/r2,out_delay_mixed4_fixedpolicy_stretch_delays/lc_vs_mixed/mixed4/proper/delay_5000/r2,lc_vs_mixed,mixed4,proper,5000,2,2,2,4,be_first,0.05,50,80,8,64,512,1048576,LC_REQUEST,50,23.08020496,23.000204,27.00024,28.000248,28.000248,20.000177,2.5462483019542654
lc_vs_mixed/mixed4/proper/delay_5000/r3,out_delay_mixed4_fixedpolicy_stretch_delays/lc_vs_mixed/mixed4/proper/delay_5000/r3,lc_vs_mixed,mixed4,proper,5000,3,2,2,4,be_first,0.05,50,80,8,64,512,1048576,LC_DECODE_STEP,50,4.940044,4.000036,9.00008,9.510084589999998,10.000089,2.000018,2.376865196790014
lc_vs_mixed/mixed4/proper/delay_5000/r3,out_delay_mixed4_fixedpolicy_stretch_delays/lc_vs_mixed/mixed4/proper/delay_5000/r3,lc_vs_mixed,mixed4,proper,5000,3,2,2,4,be_first,0.05,50,80,8,64,512,1048576,LC_PREFILL_SUBMISSION,50,2.8200251,3.000027,3.000027,3.000027,3.000027,2.000017,0.38809139993832886
lc_vs_mixed/mixed4/proper/delay_5000/r3,out_delay_mixed4_fixedpolicy_stretch_delays/lc_vs_mixed/mixed4/proper/delay_5000/r3,lc_vs_mixed,mixed4,proper,5000,3,2,2,4,be_first,0.05,50,80,8,64,512,1048576,LC_PREFILL_SYNC,50,3.0600272,3.000027,4.000036,5.00004451,5.000045,2.000017,0.5858937495334171
lc_vs_mixed/mixed4/proper/delay_5000/r3,out_delay_mixed4_fixedpolicy_stretch_delays/lc_vs_mixed/mixed4/proper/delay_5000/r3,lc_vs_mixed,mixed4,proper,5000,3,2,2,4,be_first,0.05,50,80,8,64,512,1048576,LC_REQUEST,50,22.08019664,21.000187,27.00024055,27.000241,27.000241,19.000169,2.663763682705538
lc_vs_mixed/mixed4/proper/delay_50000/r1,out_delay_mixed4_fixedpolicy_stretch_delays/lc_vs_mixed/mixed4/proper/delay_50000/r1,lc_vs_mixed,mixed4,proper,50000,1,2,2,4,be_first,0.05,50,80,8,64,512,1048576,LC_DECODE_STEP,50,3.36003002,3.000027,5.650050299999991,8.020071669999997,9.00008,2.000018,1.2739253597317437
lc_vs_mixed/mixed4/proper/delay_50000/r1,out_delay_mixed4_fixedpolicy_stretch_delays/lc_vs_mixed/mixed4/proper/delay_50000/r1,lc_vs_mixed,mixed4,proper,50000,1,2,2,4,be_first,0.05,50,80,8,64,512,1048576,LC_PREFILL_SUBMISSION,50,2.8800253000000002,3.000026,3.000027,3.000027,3.000027,2.000017,0.3282635700727515
lc_vs_mixed/mixed4/proper/delay_50000/r1,out_delay_mixed4_fixedpolicy_stretch_delays/lc_vs_mixed/mixed4/proper/delay_50000/r1,lc_vs_mixed,mixed4,proper,50000,1,2,2,4,be_first,0.05,50,80,8,64,512,1048576,LC_PREFILL_SYNC,50,2.88002564,3.000027,3.000027,3.000027,3.000027,2.000018,0.3282635725595231
lc_vs_mixed/mixed4/proper/delay_50000/r1,out_delay_mixed4_fixedpolicy_stretch_delays/lc_vs_mixed/mixed4/proper/delay_50000/r1,lc_vs_mixed,mixed4,proper,50000,1,2,2,4,be_first,0.05,50,80,8,64,512,1048576,LC_REQUEST,50,20.62018292,20.000178,23.100204899999994,25.510226099999997,26.000231,19.000169,1.3231187258087265
lc_vs_mixed/mixed4/proper/delay_50000/r2,out_delay_mixed4_fixedpolicy_stretch_delays/lc_vs_mixed/mixed4/proper/delay_50000/r2,lc_vs_mixed,mixed4,proper,50000,2,2,2,4,be_first,0.05,50,80,8,64,512,1048576,LC_DECODE_STEP,50,3.18002832,3.000027,4.000036,4.000036,4.000036,2.000017,0.4819221344691309
lc_vs_mixed/mixed4/proper/delay_50000/r2,out_delay_mixed4_fixedpolicy_stretch_delays/lc_vs_mixed/mixed4/proper/delay_50000/r2,lc_vs_mixed,mixed4,proper,50000,2,2,2,4,be_first,0.05,50,80,8,64,512,1048576,LC_PREFILL_SUBMISSION,50,2.82002504,3.000027,3.000027,3.000027,3.000027,2.000017,0.38809147671456046
lc_vs_mixed/mixed4/proper/delay_50000/r2,out_delay_mixed4_fixedpolicy_stretch_delays/lc_vs_mixed/mixed4/proper/delay_50000/r2,lc_vs_mixed,mixed4,proper,50000,2,2,2,4,be_first,0.05,50,80,8,64,512,1048576,LC_PREFILL_SYNC,50,2.8200252000000003,3.000027,3.000027,3.000027,3.000027,2.000018,0.3880913420931644
lc_vs_mixed/mixed4/proper/delay_50000/r2,out_delay_mixed4_fixedpolicy_stretch_delays/lc_vs_mixed/mixed4/proper/delay_50000/r2,lc_vs_mixed,mixed4,proper,50000,2,2,2,4,be_first,0.05,50,80,8,64,512,1048576,LC_REQUEST,50,20.340180919999998,20.000178,21.000187,21.51019108,22.000195,19.000169,0.6263001288994794
lc_vs_mixed/mixed4/proper/delay_50000/r3,out_delay_mixed4_fixedpolicy_stretch_delays/lc_vs_mixed/mixed4/proper/delay_50000/r3,lc_vs_mixed,mixed4,proper,50000,3,2,2,4,be_first,0.05,50,80,8,64,512,1048576,LC_DECODE_STEP,50,3.38002982,3.000027,4.000036,4.000036,4.000036,2.000018,0.5303108607252259
lc_vs_mixed/mixed4/proper/delay_50000/r3,out_delay_mixed4_fixedpolicy_stretch_delays/lc_vs_mixed/mixed4/proper/delay_50000/r3,lc_vs_mixed,mixed4,proper,50000,3,2,2,4,be_first,0.05,50,80,8,64,512,1048576,LC_PREFILL_SUBMISSION,50,2.8800254400000003,3.000026,3.000027,3.000027,3.000027,2.000017,0.3282635601254752
lc_vs_mixed/mixed4/proper/delay_50000/r3,out_delay_mixed4_fixedpolicy_stretch_delays/lc_vs_mixed/mixed4/proper/delay_50000/r3,lc_vs_mixed,mixed4,proper,50000,3,2,2,4,be_first,0.05,50,80,8,64,512,1048576,LC_PREFILL_SYNC,50,2.84002546,3.000027,3.000027,3.510031589999998,4.000036,2.000017,0.42185589377964233
lc_vs_mixed/mixed4/proper/delay_50000/r3,out_delay_mixed4_fixedpolicy_stretch_delays/lc_vs_mixed/mixed4/proper/delay_50000/r3,lc_vs_mixed,mixed4,proper,50000,3,2,2,4,be_first,0.05,50,80,8,64,512,1048576,LC_REQUEST,50,20.50018254,20.5001825,22.000196,22.000196,22.000196,19.000169,0.8144183225683406
lc_vs_mixed/mixed4/proper/delay_72000/r1,out_delay_mixed4_fixedpolicy_stretch_delays/lc_vs_mixed/mixed4/proper/delay_72000/r1,lc_vs_mixed,mixed4,proper,72000,1,2,2,4,be_first,0.05,50,80,8,64,512,1048576,LC_DECODE_STEP,50,3.74003326,3.000027,8.000071,8.000071,8.000071,2.000018,1.425867188822194
lc_vs_mixed/mixed4/proper/delay_72000/r1,out_delay_mixed4_fixedpolicy_stretch_delays/lc_vs_mixed/mixed4/proper/delay_72000/r1,lc_vs_mixed,mixed4,proper,72000,1,2,2,4,be_first,0.05,50,80,8,64,512,1048576,LC_PREFILL_SUBMISSION,50,2.88002548,3.000027,3.000027,3.000027,3.000027,2.000017,0.3282637615581963
