backend,variant,key,bytes,vary_x1,vary_x2,metric,y1,y2,elasticity
tb_cpu,baseline,futex,1000000,10000,50000,usec_per_iter,0.0,6e-05,nan
tb_cpu,baseline,futex,1000000,50000,100000,usec_per_iter,6e-05,5e-05,-0.2630344058337916
tb_cpu,baseline,getrandom,1000000,100,5000,usec_per_iter,0.04,0.0,nan
tb_cpu,baseline,getrandom,1000000,5000,10000,usec_per_iter,0.0,0.0,nan
tb_cpu,baseline,getrandom,1000000,10000,50000,usec_per_iter,0.0,8e-05,nan
tb_cpu,baseline,getrandom,1000000,50000,100000,usec_per_iter,8e-05,5e-05,-0.6780719051126365
tb_cpu,baseline,mmap,1000000,100,5000,usec_per_iter,1.42,0.0358,-0.9408084390306003
tb_cpu,baseline,mmap,1000000,5000,10000,usec_per_iter,0.0358,0.0,nan
tb_cpu,baseline,mmap,1000000,10000,50000,usec_per_iter,0.0,0.0031,nan
tb_cpu,baseline,mmap,1000000,50000,100000,usec_per_iter,0.0031,0.0,nan
tb_cpu,baseline,mprotect,1000000,100,5000,usec_per_iter,0.43,0.004,-1.1956705881017167
tb_cpu,baseline,mprotect,1000000,5000,10000,usec_per_iter,0.004,0.0,nan
tb_cpu,baseline,mprotect,1000000,10000,50000,usec_per_iter,0.0,0.00078,nan
tb_cpu,baseline,mprotect,1000000,50000,100000,usec_per_iter,0.00078,0.0003,-1.378511623253729
tb_cpu,baseline,newfstatat,1000000,100,5000,usec_per_iter,0.52,0.0132,-0.9390568452398695
tb_cpu,baseline,newfstatat,1000000,5000,10000,usec_per_iter,0.0132,0.0,nan
tb_cpu,baseline,newfstatat,1000000,10000,50000,usec_per_iter,0.0,0.0002,nan
tb_cpu,baseline,newfstatat,1000000,50000,100000,usec_per_iter,0.0002,0.0,nan
tb_cpu,baseline,openat,1000000,100,5000,usec_per_iter,1.08,0.0272,-0.9410730309377097
tb_cpu,baseline,openat,1000000,5000,10000,usec_per_iter,0.0272,0.0,nan
tb_cpu,baseline,openat,1000000,10000,50000,usec_per_iter,0.0,0.00144,nan
tb_cpu,baseline,openat,1000000,50000,100000,usec_per_iter,0.00144,0.0,nan
tb_cpu,baseline,pread64,1000000,100,5000,usec_per_iter,0.08,0.002,-0.9429595503388946
tb_cpu,baseline,pread64,1000000,5000,10000,usec_per_iter,0.002,0.0,nan
tb_cpu,baseline,pread64,1000000,10000,50000,usec_per_iter,0.0,0.00018,nan
tb_cpu,baseline,pread64,1000000,50000,100000,usec_per_iter,0.00018,0.0,nan
